"Species2","Sahara","Arabian","Thar","Gobi","Chihuahuan","Great_Basin","Kalahari","Atacama","Patagonian","Great_Australian","Family2","Order2","Avibase.ID2","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle"
"Anhinga melanogaster",0,0,1,0,0,0,0,0,0,0,"Anhingidae","Suliformes","AVIBASE-CA0C901A",6,2,3,1,4,88,75.2,10.4,13.8,41.9,342.2,135.7,209.8,39.2,237.8,1480.1,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Aquatic"
"Anhinga novaehollandiae",0,0,0,0,0,0,0,0,0,1,"Anhingidae","Suliformes","AVIBASE-C57D9973",4,2,2,0,4,87.1,75,9.4,12.6,51.3,353,153.3,199.7,43.5,219,1480.1,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Anhinga rufa",1,0,0,0,0,0,1,0,0,0,"Anhingidae","Suliformes","AVIBASE-5C7936A7",6,2,2,2,4,86.9,69.7,10.5,14.1,46.2,344.3,156.8,186.2,45.7,242.7,1480.1,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Aquatic"
"Anser albifrons",1,1,1,1,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-466E9077",6,3,3,0,4,48.7,27.6,18.4,17.5,65,408.2,213.8,192.8,52.6,123.5,2506.4,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser anser",1,1,1,1,1,1,0,0,1,1,"Anatidae","Anseriformes","AVIBASE-4AED44E8",9,4,5,0,4,61.2,31.8,22.5,21.6,76.2,435.7,204.7,229.4,47.2,136.1,3302.4,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser caerulescens",0,0,0,0,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-D3A260BC",6,2,4,0,4,61.8,36,19.4,24.7,76.7,411.8,214.5,194.2,52.5,123.5,2636.2,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser cygnoides",0,1,0,1,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-946E4517",5,1,1,3,4,92.7,42.5,24.2,19.9,76.1,422.2,195,227.2,46.1,122.8,3511.9,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser erythropus",0,1,0,0,0,0,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-184D2329",5,2,3,0,4,40.9,21.6,15.5,13.7,61.2,369,195.5,173,53.1,112.4,1755.5,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser fabalis",0,0,0,1,0,0,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-BDB497A3",4,0,4,0,4,76.3,37.7,21,21,77.8,452.8,226.8,226,50.1,143,2754.7,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser indicus",0,1,1,1,0,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-B7159EF0",5,2,3,0,4,49.9,25.2,19.8,14,70.8,437.8,215.2,213,50.3,132.6,2212.6,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anser rossii",0,0,0,0,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-7A24F57F",4,2,0,2,4,38.1,22.4,13.8,15.7,58.8,346,188.2,157.8,54.4,102.8,1636,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Herbivore","Herbivore terrestrial","Terrestrial"
"Anthochaera carunculata",0,0,0,0,0,0,0,0,0,1,"Meliphagidae","Passeriformes","AVIBASE-F8C0016A",24,7,14,3,4,32.3,12.8,4.8,6.1,34.1,154.5,39.9,115.2,25.6,163.2,106.1,"Dunning","NA","NO","NA","NA","Forest",2,"2","Herbivore","Nectarivore","Insessorial"
"Anthoscopus minutus",0,0,0,0,0,0,1,0,0,0,"Remizidae","Passeriformes","AVIBASE-E6239363",5,3,2,0,4,8.6,6.7,2.5,3.7,13.4,49.8,7.4,42.1,14.9,34.8,6.6,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Omnivore","Invertivore","Insessorial"
"Anthoscopus punctifrons",1,0,0,0,0,0,0,0,0,0,"Remizidae","Passeriformes","AVIBASE-5A636137",5,2,3,0,4,9.2,7,2.8,3.6,13.1,50.4,7.8,42.5,15.4,30.2,7,"Dunning","NA","NO","NA","NA","Desert",3,"1","Carnivore","Invertivore","Insessorial"
"Anthropoides paradiseus",0,0,0,0,0,0,1,0,0,0,"Gruidae","Gruiformes","AVIBASE-361AC269",4,1,0,3,4,101.1,58.8,15.7,18.1,249.5,556.2,213.8,342.5,38.6,231.5,4540.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Anthropoides virgo",1,1,1,1,0,0,0,0,0,0,"Gruidae","Gruiformes","AVIBASE-64DDD14D",5,2,3,0,4,69.9,33.6,10.5,12.2,181.2,484.8,214.8,256.8,45.5,174.8,2417,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Omnivore","Omnivore","Terrestrial"
"Anthus campestris",1,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-250CDA58",13,4,9,0,4,16.1,9.9,3.5,3.9,24.7,91.2,26.1,65.3,28.5,70.6,23,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus cervinus",1,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-319D044A",13,6,7,0,4,14.1,7.9,3,3,21.7,83.3,22.9,60.3,27.5,56.6,20.9,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus correndera",0,0,0,0,0,0,0,1,1,0,"Motacillidae","Passeriformes","AVIBASE-0E627EF1",5,2,3,0,4,14.8,9.2,3.4,3.9,23.4,74.3,16,58.3,21.5,59.8,20.9,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus furcatus",0,0,0,0,0,0,0,0,1,0,"Motacillidae","Passeriformes","AVIBASE-8DAF3F7F",4,2,2,0,4,13.5,8.6,3.6,4,20.5,74.8,20.9,53.9,27.9,56.8,20.1,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus godlewskii",0,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-9F65782F",5,2,3,0,4,15,8.8,3.5,3.8,25.5,89.8,23.1,65.9,26,71.4,25.3,"Dunning","NA","NO","NA","NA","Rock",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus hellmayri",0,0,0,0,0,0,0,0,1,0,"Motacillidae","Passeriformes","AVIBASE-D46D5344",4,1,3,0,4,14.6,8.8,3.5,3.8,22.4,76.2,14.1,62.1,18.5,65.2,18.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus hodgsoni",0,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-25F7AF65",5,2,3,0,4,14.1,7.9,3.4,3.4,20.2,81,20.8,59.5,25.9,58.4,21.3,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus leucophrys",0,0,0,0,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-ECC3F122",5,2,3,0,4,16.6,9.8,3.3,4.1,29.1,94.9,26.9,67.7,28.4,69.4,25,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Carnivore","Invertivore","Terrestrial"
"Anthus nicholsoni",0,0,0,0,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-3A1FA0A7",0,0,0,0,0,20.1,11.3,3.7,4.2,25.7,90.2,17.4,72.5,19.3,70.5,25.3,"Inferred","NA","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Anthus similis","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus peruvianus",0,0,0,0,0,0,0,1,0,0,"Motacillidae","Passeriformes","AVIBASE-3FAE5E4B",4,2,2,0,4,14.5,8.6,3.4,3.1,20.4,64,14.1,49.9,22,45,12.6,"DataFromSplit","NA","NO","NA","NA","Shrubland",3,"2","Carnivore","Invertivore","Terrestrial"
"Anthus pratensis",1,1,0,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-14873249",26,15,11,0,9,14.2,8.1,3.1,3.1,21.5,77.8,18.9,58.7,24.3,56.3,18.4,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Anthus richardi",1,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-41ECD10E",5,2,3,0,4,18,11.3,4,4.3,29.2,92,26.6,64.3,29.3,71.6,32.2,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus roseatus",0,0,0,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-6137BE25",5,2,3,0,4,13.7,8,3,3.1,21.5,82.8,15,67.3,18.1,60.6,20.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus rubescens",0,1,1,1,1,1,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-8F268682",5,2,3,0,4,14.5,9.4,3.1,3.1,21.2,85,24.1,60.9,28.4,67.6,20.7,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus rufulus",0,0,1,0,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-57A0C80B",5,2,2,1,4,15,8.6,3.3,3.5,25.1,77.4,16.7,60.5,21.6,56.4,20.4,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus similis",0,1,1,0,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-ECFF22D2",16,11,5,0,12,20.1,11.3,3.7,4.2,25.7,90.2,17.4,72.5,19.3,70.5,25.3,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Anthus spinoletta",1,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-0A3FA185",17,8,9,0,4,16.4,9.7,3.1,3.4,22.9,86.9,20.4,66.5,23.4,63.3,23.9,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus spragueii",0,0,0,0,1,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-BF380B5D",5,2,3,0,4,14.2,8.9,3.5,3.8,22.2,78.1,20.8,58.1,26.4,65.2,25.5,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Anthus trivialis",1,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-365F5E97",26,9,17,0,4,15.7,8,3.3,3.8,20.6,86.1,25.2,60.7,29.3,59.9,23.3,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Omnivore","Invertivore","Terrestrial"
"Anthus vaalensis",0,0,0,0,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-3BC778CE",5,2,3,0,4,17,10.2,3.7,4,28.8,103,24.8,77,24.4,79.2,27,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Antrostomus carolinensis",0,0,0,0,1,0,0,0,0,0,"Caprimulgidae","Caprimulgiformes","AVIBASE-8D3E8871",6,1,4,1,4,15.2,7.5,6.2,4,17.5,207.7,106.2,100.1,51.5,141.1,109,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Carnivore","Invertivore","Aerial"
"Antrostomus vociferus",0,0,0,0,0,1,0,0,0,0,"Caprimulgidae","Caprimulgiformes","AVIBASE-1A09655B",5,1,1,3,4,16.1,6.7,3.8,2.7,15.1,154.4,72.3,84.4,46.1,114.2,53.3,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Generalist"
"Anumbius annumbi",0,0,0,0,0,0,0,0,1,0,"Furnariidae","Passeriformes","AVIBASE-B09DB060",11,3,7,1,4,19.6,12.5,3.8,4.7,24.3,81.4,16.7,64.7,20.5,82.2,41.5,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Generalist"
"Aphelocephala leucopsis",0,0,0,0,0,0,0,0,0,1,"Acanthizidae","Passeriformes","AVIBASE-AAEA810D",13,5,8,0,4,10.1,5.8,2.9,4,17.8,60.2,11.8,47.8,19.9,44.2,12.3,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Terrestrial"
"Aphelocephala nigricincta",0,0,0,0,0,0,0,0,0,1,"Acanthizidae","Passeriformes","AVIBASE-F755440B",13,5,8,0,4,10,5.4,2.9,4.3,17.8,56.9,7.9,46.3,14.6,38.8,10.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Terrestrial"
"Aphelocephala pectoralis",0,0,0,0,0,0,0,0,0,1,"Acanthizidae","Passeriformes","AVIBASE-49305FE9",6,3,3,0,4,9.1,5.2,2.8,3.8,17,54.4,9.3,44.9,17.1,38.3,9,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Invertivore","Terrestrial"
"Aphelocoma californica",0,0,0,0,0,1,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-151C2B3F",9,4,5,0,8,30.1,18.8,8.5,9.5,40.3,123.7,18.4,104.1,15,139.2,85.7,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Terrestrial"
"Aphelocoma wollweberi",0,0,0,0,1,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-56B8CE7A",4,2,2,0,4,30.7,19.7,7.8,8.9,39.9,160.8,29.6,131.2,18.4,129.2,113.3,"DataFromSplit","NA","NO","NA","NA","Forest",2,"1","Omnivore","Omnivore","Generalist"
"Aphelocoma woodhouseii",0,0,0,0,1,1,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-EC9E9745",10,3,7,0,4,33.2,21.6,8.6,8.9,40.6,127.7,19.4,108.3,15.2,134.2,90.2,"Updated_literature","Dunning (2021)","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Terrestrial"
"Aphrastura spinicauda",0,0,0,0,0,0,0,0,1,0,"Furnariidae","Passeriformes","AVIBASE-42F16BDC",9,3,6,0,4,13.7,7.8,2.6,3,20.2,59.4,12.2,47.2,20.5,76.8,11.5,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Aprosmictus erythropterus",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-BB1F4BB8",5,2,3,0,4,23.6,17,12,17.1,20,190.2,87.2,104.5,45.5,140,136,"Dunning","NA","NO","NA","NA","Forest",2,"1","Herbivore","Omnivore","Insessorial"
"Apus affinis",1,1,1,0,0,0,1,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-D209A90C",5,3,2,0,3,8.5,3.9,5.6,2.8,10.3,126.5,81.7,42.1,66,41.5,22.6,"Dunning","NA","NO","NA","NA","Human Modified",1,"3","Carnivore","Invertivore","Aerial"
"Apus apus",1,1,0,1,0,0,1,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-4E6EF3F9",16,9,7,0,3,10.2,4.3,4,2.8,8.8,161.3,120.2,48.1,71.6,67.4,37.6,"Dunning","NA","NO","NA","NA","Human Modified",1,"3","Carnivore","Invertivore","Aerial"
"Apus barbatus",0,0,0,0,0,0,1,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-DEE4829A",7,2,5,0,7,12.3,4.5,3.3,2.7,12.8,173.6,124.7,48.8,71.9,76.7,42.8,"Dunning","NA","NO","NA","NA","Rock",1,"2","Carnivore","Invertivore","Aerial"
"Apus bradfieldi",0,0,0,0,0,0,1,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-11507BB3",5,2,2,1,4,11.8,4.1,3.9,2.6,12.9,176,124.5,51.8,70.7,73.6,42.4,"Dunning","NA","NO","NA","NA","Desert",1,"2","Carnivore","Invertivore","Aerial"
"Apus caffer",1,0,0,0,0,0,1,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-FA9F6019",5,2,3,0,4,9,3,2.9,2,10.5,144.8,100,44.7,69.1,73.8,22.1,"Dunning","NA","NO","NA","NA","Shrubland",1,"3","Carnivore","Invertivore","Aerial"
"Apus horus",1,0,0,0,0,0,0,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-FF79A533",8,4,4,0,7,9.6,3.7,3,2.3,10.2,149.9,104.4,45.3,69.8,56.6,27.5,"Dunning","NA","NO","NA","NA","Shrubland",1,"2","Carnivore","Invertivore","Aerial"
"Apus pacificus",0,1,0,1,0,0,0,0,0,1,"Apodidae","Caprimulgiformes","AVIBASE-E23EBEFB",5,2,2,1,4,8,4.6,4,2.8,12.9,173,118.8,52.5,69.4,71.8,39.4,"Dunning","NA","NO","NA","NA","Woodland",1,"2","Carnivore","Invertivore","Aerial"
"Apus pallidus",1,1,0,0,0,0,0,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-332BC664",6,3,3,0,4,11.3,4.6,3.8,2.3,11.4,166.8,120.6,46.2,72.3,72,41.9,"Dunning","NA","NO","NA","NA","Rock",1,"3","Carnivore","Invertivore","Aerial"
"Apus salimalii",0,0,0,1,0,0,0,0,0,0,"Apodidae","Caprimulgiformes","AVIBASE-E8B1998F",0,0,0,0,0,8,4.6,4,2.8,12.9,173,118.8,52.5,69.4,71.8,39.4,"DataFromSplit","NA","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Apus pacificus (sensu lato)","Woodland",1,"2","Carnivore","Invertivore","Aerial"
"Aquila adalberti",1,0,0,0,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-69742EE4",4,3,1,0,4,61.2,39.8,21.1,31,98.4,592.5,235,357.5,39.7,297,2958,"Dunning","NA","NO","NA","NA","Woodland",1,"2","Carnivore","Vertivore","Generalist"
"Aquila audax",0,0,0,0,0,0,0,0,0,1,"Accipitridae","Accipitriformes","AVIBASE-5E574D70",6,2,4,0,6,60.5,40.9,19.6,31.2,104,617.7,244.5,373.2,39.6,387,3449.9,"Dunning","NA","NO","NA","NA","Woodland",1,"2","Carnivore","Vertivore","Generalist"
"Aquila chrysaetos",1,1,0,1,1,1,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-5F8E7CA8",8,2,6,0,8,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Vertivore","Aerial"
"Aquila fasciata",1,1,1,0,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-05F11441",4,2,2,0,4,45.7,28.9,16.2,23.7,93.2,486.8,181.8,305,37.3,260,1936.5,"Dunning","NA","NO","NA","NA","Rock",3,"2","Carnivore","Vertivore","Aerial"
"Aquila heliaca",1,1,1,1,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-469DCF57",5,2,3,0,3,59,37.5,19.8,28.4,93.7,582.2,230.8,354,39.5,316.2,3125.2,"Dunning","NA","NO","NA","NA","Woodland",1,"3","Carnivore","Vertivore","Generalist"
"Aquila nipalensis",1,1,1,1,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-A635F565",5,2,3,0,4,54.1,32.4,17.7,25.2,95.1,559.6,225.2,332,40.5,271.4,2714.3,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Vertivore","Aerial"
"Aquila rapax",1,1,1,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-F6D547B2",5,2,3,0,4,54,31.5,16.8,24.3,84.3,506.6,196,310,38.7,242.4,2236.1,"Dunning","NA","NO","NA","NA","Shrubland",2,"3","Carnivore","Vertivore","Generalist"
"Aquila spilogaster",1,0,0,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-9A418C45",5,2,3,0,4,44,27.5,14.4,22.6,91.1,427.6,151.2,278.8,35.2,254.8,1466.2,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Vertivore","Generalist"
"Aquila verreauxii",1,1,0,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-14F13C32",4,2,2,0,4,58.2,35.5,18.3,27.6,117.4,590.2,200.5,389.8,34,403.5,4195,"Dunning","NA","NO","NA","NA","Rock",3,"1","Carnivore","Vertivore","Aerial"
"Archilochus alexandri",0,0,0,0,1,1,0,0,0,0,"Trochilidae","Caprimulgiformes","AVIBASE-4BB4F257",4,2,2,0,4,21.6,17.2,1.4,1.6,3.9,42.4,27.4,15,64.4,24.5,3.4,"Dunning","NA","NO","NA","NA","Forest",2,"3","Herbivore","Nectarivore","Aerial"
"Archilochus colubris",0,0,0,0,1,0,0,0,0,0,"Trochilidae","Caprimulgiformes","AVIBASE-DEC3D8D0",11,4,6,1,4,20.7,15.1,1.8,1.9,3.4,40.7,27.6,14.7,65,24.3,3.1,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Omnivore","Nectarivore","Generalist"
"Ardea alba",1,1,1,1,1,1,1,1,1,1,"Ardeidae","Pelecaniformes","AVIBASE-49D9148A",16,4,7,5,8,126.3,90.4,12,18.1,141.6,378.8,120.7,257.2,32.1,140.5,871.3,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Ardea cinerea",1,1,1,1,0,0,1,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-6429024D",13,6,7,0,4,138.9,95.5,18.7,25.4,137.9,441,152.7,287.9,34.6,169.1,1443,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial"
"Ardea cocoi",0,0,0,0,0,0,0,1,1,0,"Ardeidae","Pelecaniformes","AVIBASE-B49AB613",9,0,3,6,4,146.9,120.1,18.7,28.2,186.4,466.3,147.5,316.5,31.8,178.3,1752.4,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial"
"Ardea goliath",1,1,0,0,0,0,1,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-C7888A15",5,2,3,0,4,198.8,159.8,22.8,35.3,236.6,569.6,184.2,383.8,32.5,228.6,4468,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial"
"Ardea herodias",0,0,0,0,1,1,0,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-93694BB5",5,2,2,1,4,143.9,106,15.9,24.2,167.6,466.4,169.5,294,36.6,165.3,2523.4,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Ardea melanocephala",1,0,0,0,0,0,1,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-25A648FE",6,2,3,1,4,103.8,81.8,14.6,22.3,137.6,391.3,140.2,246,36.3,146.5,1060,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Omnivore","Terrestrial"
"Ardea pacifica",0,0,0,0,0,0,0,0,0,1,"Ardeidae","Pelecaniformes","AVIBASE-69F7C030",5,1,4,0,4,88.2,72,11.9,16.1,131.3,385.2,153.8,223.5,40.8,161,881,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Omnivore","Terrestrial"
"Ardea purpurea",1,1,1,1,0,0,1,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-3395DCF1",9,4,5,0,4,125.9,102.5,13.6,19.6,117.5,349.7,118.2,230.8,33.9,113.2,1064.5,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Ardeola bacchus",0,1,0,1,0,0,0,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-56292AA8",5,2,3,0,4,72.9,52.4,9.2,12.2,56.2,213,56.6,153.4,26.8,73.4,304.9,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Ardeola grayii",0,1,1,0,0,0,0,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-E5E0B92F",10,2,8,0,10,72.4,50.1,9.3,12.1,57.3,207.4,59.6,147.8,28.7,74,253,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Ardeola ralloides",1,1,0,0,0,0,1,0,0,0,"Ardeidae","Pelecaniformes","AVIBASE-CE73EBD7",8,4,3,1,4,72.8,51.5,9.1,11.8,59.4,213.1,68.2,142.6,32.4,75.8,287,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Ardeotis arabs",1,1,0,0,0,0,0,0,0,0,"Otididae","Otidiformes","AVIBASE-6A394479",4,2,2,0,4,87.4,49.1,16.6,14.3,163.4,539.5,246,293.5,46,276.2,5943.5,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Ardeotis australis",0,0,0,0,0,0,0,0,0,1,"Otididae","Otidiformes","AVIBASE-5D1DFB96",2,0,0,2,1,79.3,42,19.4,18.9,175.5,592.5,260.5,332,44,304,4182.4,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Ardeotis kori",0,0,0,0,0,0,1,0,0,0,"Otididae","Otidiformes","AVIBASE-4FC41CA0",5,2,3,0,4,112.3,62.6,21,21.1,210.2,709.8,274.2,411,40.1,353.3,7994.2,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Arremonops rufivirgatus",0,0,0,0,1,0,0,0,0,0,"Passerellidae","Passeriformes","AVIBASE-EF18C1EC",7,3,4,0,7,15.3,9.5,5,6.9,23.9,65.3,5.6,59.7,8.6,62.1,22.4,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Omnivore","Generalist"
"Artamus cinereus",0,0,0,0,0,0,0,0,0,1,"Artamidae","Passeriformes","AVIBASE-DD4B0562",17,5,12,0,4,21,13.4,6,7,22.3,119.9,45.7,75.5,37.7,67.7,35.6,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Aerial"
"Artamus cyanopterus",0,0,0,0,0,0,0,0,0,1,"Artamidae","Passeriformes","AVIBASE-0DA479A1",12,3,8,1,4,19.1,10.7,5.9,6.9,19.3,123.2,55.3,67.4,45,69.2,34.6,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Aerial"
"Artamus minor",0,0,0,0,0,0,0,0,0,1,"Artamidae","Passeriformes","AVIBASE-CEB500D2",16,4,12,0,4,14.5,8.2,5.7,4.9,14.4,102.7,46.4,56.3,45.1,56.1,16,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Aerial"
